0	BR65472
1	BR67693	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/14KB_XaTY1u0Cny31Yfdo-Om4Pc7buh2N/view?usp=sharing'
1	BR70678	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://saludtotal.com.co/nuestraempresa/Documents/INFORME%20DE%20GESTI%C3%93N%202019%20SALUD%20TOTAL%20EPS-S%20MARZO19DE2010.pdf'': 'http://www.saludtotal.com.co/nuestraempresa/Documents/INFORME%20DE%20GESTI%c3%93N%202019%20SALUD%20TOTAL%20EPS-S%20MARZO19DE2010.pdf'
1	BR53986	<class 'aiohttp.client_exceptions.ClientConnectorSSLError'> - 'Cannot connect to host www.ktb.co.th:443 ssl:default [[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1028)]': 'http://www.ktb.co.th/en/ktbcsr/sustainability-report#'
1	BR64443	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://balchem.com/imgbank/2018-Sustainability.pdf'': 'http://balchem.com/imgbank/2018-Sustainability.pdf'
1	BR56375	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://s3-ap-southeast-2.amazonaws.com/tatts-group-website-storage/wp-content/uploads/2017/02/17090434/TattsGroup-ARFY17-Final-for-release.pdf'': 'https://s3-ap-southeast-2.amazonaws.com/tatts-group-website-storage/wp-content/uploads/2017/02/17090434/TattsGroup-ARFY17-Final-for-release.pdf'
1	BR59656	Wrong content-type 'text/html' for 'http://corporate.ferrari.com/sites/ferrari15ipo/files/sustainability_report_2017__0.pdf#page=115'
1	BR55964	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.sligrofoodgroup.nl/upload/534b9053-1efc-4969-820f-23b8340601ff_Annual%20report%202016.pdf'': 'http://www.sligrofoodgroup.nl/upload/534b9053-1efc-4969-820f-23b8340601ff_Annual%20report%202016.pdf'
1	BR56387	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.techmahindra.com/investors/annual_reports.aspx'': 'https://www.techmahindra.com/investors/annual_reports.aspx'
1	BR56389	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.technicolor.com/sites/default/files/medialib/document/csr/2016_technicolor_sa_registration_document.pdf'': 'https://www.technicolor.com/sites/default/files/medialib/document/csr/2016_technicolor_sa_registration_document.pdf'
1	BR53979	Wrong content-type 'text/html' for 'http://krakowairport.pl/-multimedia/balice_raport_zrownowazonego_rozwoju_2017_flipbook_EN/'
1	BR56387	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.techmahindra.com/sites/resourceCenter/Financial%20Reports/Annual-Report-FY16-17.pdf'': 'https://www.techmahindra.com/sites/resourceCenter/Financial%20Reports/Annual-Report-FY16-17.pdf'
1	BR52433	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.experian.com/assets/corporate/2017-cr-report-final.pdf'': 'http://www.experian.com/assets/corporate/2017-cr-report-final.pdf'
1	BR69788	<class 'aiohttp.client_exceptions.ClientConnectorError'> - 'Cannot connect to host 26:443 ssl:default [Netværksplaceringen kan ikke nås. Du kan finde flere oplysninger om fejlfinding i forbindelse med netværk i Hjælp]': 'https://26'
1	BR56344	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.tallink.com/documents/10192/7879802/2016_Tallink_Yearbook_en.pdf'': 'https://www.tallink.com/documents/10192/7879802/2016_Tallink_Yearbook_en.pdf'
1	BR65264	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.cbl.co.za/wp-content/uploads/2019/06/Integrated-Report-2019.pdf'': 'https://www.cbl.co.za/wp-content/uploads/2019/06/Integrated-Report-2019.pdf'
1	BR60840	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.kwcml.com/download/KWCM_SR17_Eng.pdf#page=25'': 'http://www.kwcml.com/download/KWCM_SR17_Eng.pdf#page=25'
1	BR54555	Wrong content-type 'text/html' for 'https://www.unionbank.com/Images/CSR-Annual-Report.pdf'
1	BR57756	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.apl.com/static/Communication/PDFFinancialReports/Sustainability%20report2018website.pdf'': 'https://www.apl.com/static/Communication/PDFFinancialReports/Sustainability%20report2018website.pdf'
1	BR57032	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.wanhai.com.tw:80 ssl:default [getaddrinfo failed]': 'http://www.wanhai.com.tw/views/content/ContentList_CSR.xhtml?web_code=whl_tw&file_num=67076&file_num=67076&parent_id=77536&top_file_num=77536'
1	BR56395	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/377581/original/Informe_de_gesti%C3%B3n_Tecniamsa_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/377581/original/Informe_de_gesti%C3%B3n_Tecniamsa_2016.pdf'
1	BR69728	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://annualreport.corbion.com/annual-report-2019/sustainability-statements/gri-index'': 'https://annualreport.corbion.com/annual-report-2019/sustainability-statements/gri-index'
1	BR65554	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.elgmetals.comfileadmin:443 ssl:default [getaddrinfo failed]': 'http://www.elg.de/fileadmin/downloads/Sustainability_Update_2018.pdf'
1	BR50257	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.ajinomoto.com.my/wp-content/uploads/2014/02/Ajinomoto-2017-Annual-Rpt-Announment.pdf'': 'https://www.ajinomoto.com.my/wp-content/uploads/2014/02/Ajinomoto-2017-Annual-Rpt-Announment.pdf'
1	BR69833	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.egyptian-drilling.com/wp-content/uploads/2020/05/EDC-Sustainability-Report-2017-2018.pdf'': 'https://www.egyptian-drilling.com/wp-content/uploads/2020/05/EDC-Sustainability-Report-2017-2018.pdf'
1	BR69827	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.ecoslops.com/images/pdfs/-RAPPORT_RSE_ECOSLOPS_2019.pdf'': 'https://ecoslops.com/images/pdfs/-RAPPORT_RSE_ECOSLOPS_2019.pdf'
1	BR57979	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://live-webadmin-media.s3.amazonaws.com/media/3976/30545_mag_stansted_csr_report_11_digital_supplied.pdf'': 'https://live-webadmin-media.s3.amazonaws.com/media/3976/30545_mag_stansted_csr_report_11_digital_supplied.pdf'
1	BR57604	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.allergan.com/-/media/allergan/documents/us/Responsibility/2018-Allergan-Corporate-Responsibility-Report.pdf'': 'https://www.allergan.com/-/media/allergan/documents/us/Responsibility/2018-Allergan-Corporate-Responsibility-Report.pdf'
1	BR64021	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host page no.88:80 ssl:default [getaddrinfo failed]': 'http://Page no.88'
1	BR58022	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.bb.com.br/docs/pub/siteEsp/ri/eng/dce/dwn/annualreport2017.pdf'': 'https://www.bb.com.br/docs/pub/siteEsp/ri/eng/dce/dwn/annualreport2017.pdf'
1	BR66722	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.kbr.com/sites/default/files/2019-04/KBR-Sustainability-Report-2017-A-Focus-on-What-Is-Important.pdf#page=38'': 'https://www.kbr.com/sites/default/files/2019-04/KBR-Sustainability-Report-2017-A-Focus-on-What-Is-Important.pdf#page=38'
1	BR64343	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://astartaholding.com/files/uploads/6341744ab511102d64593ebd89236034.pdf'': 'https://astartaholding.com/files/uploads/6341744ab511102d64593ebd89236034.pdf'
1	BR66705	file exception for 'https://kamaz.ru/upload/iblock/2c5/2c54000d73cffc8f71752680344265a0.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR69728	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://annualreport.corbion.com/FbContent.ashx/pub_1000/downloads/v200320120900/Corbion_annual_report_2019.pdf'': 'https://annualreport.corbion.com/FbContent.ashx/pub_1000/downloads/v200320120900/Corbion_annual_report_2019.pdf'
1	BR54935	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.sustainability.oshkoshcorp.com/en/view-report'': 'http://www.sustainability.oshkoshcorp.com/en/view-report'
1	BR64263	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.appliedmaterials.com/files/2018_csr_rev2.pdf'': 'http://www.appliedmaterials.com/files/2018_csr_rev2.pdf'
1	BR62446	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host scjohnson.azureedge.net:443 ssl:default [getaddrinfo failed]': 'https://scjohnson.azureedge.net/-/media/sc-johnson/our-purpose/sustainability-reports/2017/scjohnson2017sustainabilityreport.pdf'
1	BR56394	file exception for 'http://www.teck.com/media/Teck-2016-Sustainability-Report.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR54522	Wrong content-type 'text/html' for 'http://www.morganadvancedmaterials.com/media/4629/morgan-2016-ehs-report-online.pdf'
1	BR67702	Wrong content-type 'text/html' for 'http://www.pldt.com/docs/default-source/annual-reports/sustainability-report/pldt-2018-sustainability-report_final.pdf'
1	BR59714	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://flowersfoods.com/~/media/Files/F/Flowers-Foods/documents/Flowers-Foods-Sustainability-Report-2017.pdf'': 'https://www.flowersfoods.com/~/media/Files/F/Flowers-Foods/documents/Flowers-Foods-Sustainability-Report-2017.pdf'
1	BR52166	file exception for 'http://www.ecopetrol.com.co/documentos/reporte-integrado-gestion-sostenible-2016.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR56388	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.technicolor.com/download/file/fid/10560?file=technicolor_2016_csr_report_-_final_web.pdf'': 'http://www.technicolor.com/download/file/fid/10560?file=technicolor_2016_csr_report_-_final_web.pdf'
1	BR54766	Wrong content-type 'text/html' for 'http://www.nordex-online.com/fileadmin/MEDIA/Sonstiges/Nordex-SE_nhb2016_en_170428.pdf'
1	BR53250	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.hitachi-kokusai.co.jp/global/en/csr/er/er2017/er2017_00.pdf'': 'http://www.hitachi-kokusai.co.jp/global/en/csr/er/er2017/er2017_00.pdf'
1	BR54790	Wrong content-type 'text/html' for 'http://www.northwestern.edu/sustainability/program-areas/annual-report/2016-2017.html'
1	BR52569	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.flowserve.com/sites/default/files/inline-files/Flowserve_Sustainability_Report.pdf'': 'http://www.flowserve.com/sites/default/files/inline-files/Flowserve_Sustainability_Report.pdf'
1	BR55732	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://severstal.com/rus/files/20943/Severstal_CSR_Report_2016_rus.pdf/'': 'http://www.severstal.com/files/20943/Severstal_CSR_Report_2016_rus.pdf'
1	BR53456	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.iino.co.jp/kaiun/english/docs/IinoLines_Book2017_E_ALL.pdf'': 'http://www.iino.co.jp/kaiun/english/docs/IinoLines_Book2017_E_ALL.pdf'
1	BR53979	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.csrinfo.org/wp-content/uploads/2018/03/Krakow-Airport-Sustainability-Report-2016_EN.pdf'': 'http://www.rejestrraportow.pl/wp-content/uploads/2018/03/Krakow-Airport-Sustainability-Report-2016_EN.pdf'
1	BR50341	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.alten.com/wp-content/uploads/sites/2/2017/05/ALTEN-2016-Registration-Document.pdf'': 'http://www.alten.com/wp-content/uploads/sites/2/2017/05/ALTEN-2016-Registration-Document.pdf'
1	BR56957	<class 'aiohttp.client_exceptions.ClientResponseError'> - '418, message="I'm a teapot", url='https://www.vinci.com/publi/vinci/2016-vinci-annual-report.pdf'': 'https://www.vinci.com/publi/vinci/2016-vinci-annual-report.pdf'
1	BR59133	Wrong content-type 'text/html' for 'http://www.dangotecement.com/wp-content/uploads/reports/2018/Q1/Dangote%20Cement%202017%20Annual%20Report.pdf'
1	BR56380	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://tctranscontinental.com/documents/10180/53804/SocialResponsibilityPlan_eng_1808017.pdf'': 'http://tctranscontinental.com/documents/10180/53804/SocialResponsibilityPlan_eng_1808017.pdf'
1	BR59394	Wrong content-type 'text/html' for 'https://www.elb.co.za/wp-content/uploads/2018/10/ELB-INTEGRATED-ANNUAL-REPORT-2018.pdf'
1	BR53755	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://johnholland.com.au/media/2642/jhg_ar_2017-web.pdf'': 'https://www.johnholland.com.au/media/2642/jhg_ar_2017-web.pdf'
1	BR50209	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.agrosuper.com/wp-content/uploads/2016/10/Agrosuper-Reporte-Integrado-2016_para-web-AS-comp.pdf'': 'http://www.agrosuper.com/wp-content/uploads/2016/10/Agrosuper-Reporte-Integrado-2016_para-web-AS-comp.pdf'
1	BR53933	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.klepierre.com/content/uploads/2017/03/KLEPIERRE_2016_REGISTRATION_DOCUMENT_UK_FINAL.pdf'': 'http://www.klepierre.com/content/uploads/2017/03/KLEPIERRE_2016_REGISTRATION_DOCUMENT_UK_FINAL.pdf'
1	BR65227	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://s3.amazonaws.com/covanta-2017/wp-content/uploads/2019/12/Covanta-CSR-Data-Tables-2019.pdf'': 'https://s3.amazonaws.com/covanta-2017/wp-content/uploads/2019/12/Covanta-CSR-Data-Tables-2019.pdf'
1	BR52190	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.eforaenergy.com/assets/dynamic/17/files/550/1504190467_sacoil-iar-2017_final-web.pdf'': 'http://www.eforaenergy.com/assets/dynamic/17/files/550/1504190467_sacoil-iar-2017_final-web.pdf'
1	BR57039	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://perfectdomain.com/domain/wapic.com'': 'http://www.wapic.com/sites/default/files/2016%20Annual%20Report.pdf'
1	BR56343	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.talktalkgroup.com/uploads/legacy-news/TalkTalk%20Group%20FY17%20ARA.pdf'': 'https://www.talktalkgroup.com/dam/jcr:813a729f-d203-47c8-9e47-35788d8425f6/TalkTalk%20Group%20FY17%20ARA.pdf'
1	BR55601	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.home.sandvik/globalassets/annual-report-2016/home/sandvik-annual-report-2016.pdf'': 'http://www.home.sandvik/globalassets/annual-report-2016/home/sandvik-annual-report-2016.pdf'
1	BR60007	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.gfortune.com.tw/upload_files/2017%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf'': 'http://www.gfortune.com.tw/upload_files/2017%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf'
1	BR63492	<class 'aiohttp.client_exceptions.ClientOSError'> - '[WinError 64] Det angivne netværksnavn er ikke længere til rådighed': 'http://balance2017.ucc.edu.co/pdf/tabla-gri.pdf'
1	BR55144	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.portofgothenburg.com/FileDownload/?contentReferenceID=10513'': 'https://www.portofgothenburg.com/FileDownload/?contentReferenceID=10513'
1	BR63595	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://viaseating.com/assets/sustainability/a-great-chair-a-great-world-report-2018.pdf'': 'https://www.viaseating.com/assets/sustainability/a-great-chair-a-great-world-report-2018.pdf#page=21'
1	BR64132	<class 'aiohttp.client_exceptions.ClientConnectorError'> - 'Cannot connect to host 92:443 ssl:default [Netværksplaceringen kan ikke nås. Du kan finde flere oplysninger om fejlfinding i forbindelse med netværk i Hjælp]': 'https://92'
1	BR57106	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.evokeplc.com/media/11855/csr-2017-report-web.pdf'': 'https://www.williamhillplc.com/media/11855/csr-2017-report-web.pdf'
1	BR58125	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.bauer.de/export/shared/documents/pdf/bauer_group/nachhaltigkeit/Nachhaltigkeitsbericht_2017_de.pdf'': 'https://www.bauer.de/export/shared/documents/pdf/bauer_group/nachhaltigkeit/Nachhaltigkeitsbericht_2017_de.pdf'
1	BR69542	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.bechtle.com/dam/jcr:0e6322c6-3716-4ac6-abec-088b739bc5bd/nachhaltigkeitsbericht_2019_de.pdf'': 'https://www.bechtle.com/dam/jcr:0e6322c6-3716-4ac6-abec-088b739bc5bd/nachhaltigkeitsbericht_2019_de.pdf'
1	BR59402	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.electrohuila.com.co/Portals/0/INFORME%20DE%20GESTION%202018.pdf'': 'http://www.electrohuila.com.co/Portals/0/INFORME%20DE%20GESTION%202018.pdf'
1	BR59973	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host p. 64:80 ssl:default [getaddrinfo failed]': 'http://p. 64'
1	BR66300	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.highfieldresources.com.au/wp-content/uploads/sites/2/2020/01/sustainability2018_FINAL_gri.pdf'': 'https://www.highfieldresources.com.au/wp-content/uploads/sites/2/2020/01/sustainability2018_FINAL_gri.pdf'
